diem_tt,OTHER,THPT,ĐGNL,hedt_CLC,hedt_CNTN,hedt_CQUI,hedt_CTTT,hedt_KSTN,chuyennganh2_7340122_CLC,chuyennganh2_7340122_CQ,chuyennganh2_7480101_CLC,chuyennganh2_7480101_CQ,chuyennganh2_7480101_CTTN,chuyennganh2_7480102_CLC,chuyennganh2_7480102_CQ,chuyennganh2_7480103_CLC,chuyennganh2_7480103_CQ,chuyennganh2_7480104_CLC,chuyennganh2_7480104_CQ,chuyennganh2_7480104_CTTT,chuyennganh2_7480106_CLC,chuyennganh2_7480106_CQ,chuyennganh2_7480109_CQ,chuyennganh2_7480201_CLC,chuyennganh2_7480201_CQ,chuyennganh2_7480202_CLC,chuyennganh2_7480202_CQ,chuyennganh2_7480202_CTTN,sem1,sem2,sem3,sem4,sem5,sem6,sem7,sem8,sem9,sem10,term 1,term 2,term 3,term 4,term 5,term 6,term 7,label
0.8780458458760071,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48326764945796385,0.31491400874128433,-1.0046636306253092,0.5677540427604194,0.6791718231873687,0.49624003631293034,0.6094053457682248,0.4076557431758563,0.4991345792394084,0.529132169721056,0.682232772749679,0.6389738438042696,0.5316119189954499,0.6346819980592605,0.5781385663881214,0.642343855111147,0.7267353244610655,2
0.7957907401568499,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622585897079069,0.32886259693466857,-1.031624636495273,0.37675406696252045,0.4729058799214919,-1.0621267361767481,0.25666859293541666,-0.6651427106498988,-0.13158906523705005,0.2793505547236569,0.4910879137207643,0.6081970640055975,0.809019705059067,0.6421271246409043,0.6077226097811843,0.5794980288291911,0.36591644467237205,4
0.712417704948877,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.6285785480795669,0.49842674611842613,-0.9837512530880916,0.5596540122939412,0.6615367993080032,-1.0280801158347717,0.5570420275606374,0.5252689798573734,0.46684582882199266,0.42938441349019246,0.601344312129394,0.5331350616402772,0.417276137452363,0.10254720840924281,0.592821238824252,0.5843287305304335,0.6971522623750221,4
0.831353480057225,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5235900866195108,0.2663685829652969,-1.0201858016527658,0.3981554613796971,0.1775547497851639,0.586298350632511,0.37715431855871984,0.2725431583233709,0.45628260485971367,0.6644316869022177,0.5697174234625394,0.5630111551685417,0.514222309147355,0.5262682347927372,0.6556791300828094,0.521009350403601,0.5764102368581259,3
0.7892851820944677,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6187639031513703,0.42292623628085135,-1.004087442666909,0.5957550923757872,0.7000354889205157,-1.0138691006327178,0.5936541111610341,0.24892147820541535,-1.0209598303116842,0.7410398385800878,0.7940251326148149,0.886756204715321,0.9989458243392033,0.927189246642229,1.016716552237681,0.867468009755808,0.8720390983156973,2
0.8945727494798542,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4743308306532469,0.32981783533342734,-1.0316719478442715,0.44232374145830333,0.5154190488151436,-0.9763415933240986,0.28895636994097196,0.357839639669231,0.4044285685470426,0.5828015232432125,0.7104519501799381,0.6017111576429626,0.7958742406944929,0.5431696617122166,0.247967872514992,0.6849407235986175,0.5871958535210691,4
0.6426647520281772,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.7214685472728707,0.6632062400937677,-0.9988988140094668,0.6593984095905704,0.689206319251623,-1.0032838895407934,0.6548708521332168,0.6574059452253181,-1.0230840354827502,0.6842130801273097,0.8555105078732256,0.535953414000168,0.6457823486380061,0.2758993969186349,0.617083570178158,0.7688657613533234,0.6739082927675857,2
0.8272161501089155,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.664733270807952,0.5975412418402283,0.774531613949816,0.6128784951634494,0.5793652262355653,-1.006982184232753,0.33770671252951134,0.6561663130921138,0.5908575690296946,0.7911152433695343,0.6484111444785658,0.6961263452779656,0.5086768598347924,0.2381599895950798,0.6726134287666392,0.5146437396923123,0.48915546729959414,2
0.8280644139623158,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5282674476097559,0.45877431303239574,0.6675097120813926,0.6728737674465997,0.6288006727650343,-1.0218555288235034,0.6267656204914968,0.6883994360533616,0.5753015551814077,0.7665453589035318,0.7367982743913493,0.7169224335914585,0.7636320830368306,0.7546429646576183,0.719099606992111,0.7645528516934618,0.7159283111596603,2
0.7591627669696959,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5550935706862701,-0.03500403430362187,-0.9991056134899574,0.7218832935914067,0.5061310634437787,-1.0420065571738928,0.6657030563111808,0.6594190163560946,-0.1151145089076424,0.6689080024447689,0.615964233935867,0.5440372161824367,0.47989525919010234,0.6628853697478883,0.8050324294720914,0.7127772883597252,0.6181620319664733,3
0.6908547996752634,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.7516993523642003,0.6978213692818835,-0.998386456769518,0.6614829895042568,0.616891505555762,-1.0290844978348404,0.6146267289130358,0.7665925305030185,-1.0304736696896173,0.759475398931593,0.9684478777154507,0.6995037248003733,0.6795415886815249,0.9637032302348355,0.8187088139167983,0.9582688137809939,0.7989100784114995,2
0.7743861408046149,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.42942516486282534,0.6305611357717803,-1.0141859103660993,0.6373079475260223,0.617667249752065,-1.0003585576802083,0.19613622075138992,0.5444922753710857,-1.0042584550511522,0.5975186711455882,0.9499862993994569,0.8610666259710297,0.8020268784312551,0.6870663880178189,0.886390205553282,0.5837354384662199,0.5968828597119018,4
0.7992411638038919,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.30961080033102684,-1.0739189341088062,-1.0052289538235044,0.4017210048731543,0.6321022503793501,-1.0423874760142497,0.5743981463122536,0.3621888723446192,0.4965627692621902,0.555013909768776,0.6649794366264815,0.7415813476964016,0.5870569431601723,0.581897824508602,0.7445701662270646,0.25979479611919065,0.6353758259691586,3
0.6797483239189407,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.6401968170600392,0.6491166581854839,-0.992081292888034,0.5761918077149474,0.6243698955180667,-1.0098660220456108,0.6015695027779363,0.7646188251602732,-1.0318887757717987,0.6339344993947337,0.779288736031002,0.694587007972264,0.7130452969776853,0.7862071321633162,0.7569158905012591,0.7889242609490943,0.8493734058039855,2
0.87038880604949,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5567549752311617,0.5903982215760274,0.64074316403144,0.6649601970469434,0.7338114931818187,-1.0421145370700944,0.7358702458446974,0.7326175811507538,-1.01849325238242,0.7287815813715635,0.8729751270084424,0.9002189779823657,0.6253158699780992,0.6756426839919939,0.7761566983906351,0.8237849384372199,0.763274696993691,2
0.8318043885282941,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7817561043260718,0.47822062646762575,-0.9971906635586891,0.6458157017702101,0.607226670864593,-1.07786909360484,0.3507260272660458,0.5603388409055877,0.40471672630297156,0.5592699328500579,0.5696701527217463,0.5924154877369456,0.9066049161581311,0.42182790610760484,0.5048838125954168,0.5297224936077586,0.5832357675372869,4
0.8739162915466809,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.3123404798838113,-0.04890589480349816,0.11232457643241242,0.3772552647411883,0.2563272893634989,0.24665668936748975,0.5041826971111928,0.20436341266817132,0.6079715836554552,0.5963308851470253,0.5293259714056333,0.5968277085834196,0.4927041367715139,0.5284385753823213,0.6522345422243906,0.5765821888738754,0.05096891900126099,3
0.8978065593999418,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23594285865708464,0.0936348852117651,0.6385309798895854,0.6421945339754337,0.6334694639391526,0.34242886054651106,0.5938416800480503,0.3232152695504025,-1.021543819039709,0.7803924641248406,0.5516344199445745,0.5033768196206543,0.3645171829167223,0.5789481374005483,0.6906597991314737,0.697071645706304,0.4617169698278304,3
0.8529915354120721,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5938816130003635,0.5338851204109449,-1.0134686444852423,0.43158917888890436,0.38555435418027956,-1.070021364224164,0.6445930914434973,0.3149086125464515,-0.9963998021108844,0.6724302938451919,0.7237290401834096,0.6200333480569457,0.6421773566266001,0.44176900134100666,0.6668042807470291,0.6551244423846696,0.5298497797141843,3
