maloaigiay,mssv,lydoxacnhan,dain,baosai,lydocapthe,lydosai,daky,dadongdau,daphat
2.0,31D5D488XPvAibaEXe85Kg8gbEhwbxD0x3mi2el8,0,1.0,0.0,1,0,1,1,1.0
2.0,31D5D488XPvAibaEXe85Kg8gbEhwbxD0x3mi2el8,0,1.0,1.0,1,9,0,0,0.0
2.0,4DD248D9XPvAibaEXe+6MN9FoW2mqeloV0TjpGtd,0,1.0,1.0,1,9,0,0,0.0
2.0,816C6BFBXPvAibaEXe9MLbI3cCq2BBTsVGnf8rFZ,0,1.0,1.0,3,9,0,0,0.0
2.0,4F405B4CXPvAibaEXe/7sxkigC7f5+CSJR/5yXnW,0,1.0,1.0,1,9,0,0,0.0
2.0,0E631785XPvAibaEXe9X5bpEKoa0mgPWtTwg2Rv7,0,1.0,1.0,1,9,0,0,0.0
2.0,6E67EB19XPvAibaEXe/X/wixypGyAsT5QiAaYiqu,0,1.0,1.0,1,9,0,0,0.0
2.0,9DE3AA6DXPvAibaEXe+NmgQbVGcjJ/cDB85eYXzc,0,1.0,1.0,1,9,0,0,0.0
2.0,4F405B4CXPvAibaEXe/7sxkigC7f5+CSJR/5yXnW,0,1.0,1.0,1,9,0,0,0.0
2.0,7C10AC8FXPvAibaEXe/zHDidEgqCTtAT2i2TddLN,0,1.0,1.0,1,9,0,0,0.0
2.0,E23E02E0XPvAibaEXe/7sxkigC7f53B3wPQdgffe,0,1.0,1.0,3,9,1,1,1.0
2.0,4DD248D9XPvAibaEXe+6MN9FoW2mqeloV0TjpGtd,0,1.0,1.0,1,9,0,0,0.0
2.0,7C10AC8FXPvAibaEXe/zHDidEgqCTtAT2i2TddLN,0,1.0,1.0,1,9,0,0,0.0
2.0,6E67EB19XPvAibaEXe/X/wixypGyAsT5QiAaYiqu,0,1.0,1.0,3,9,0,0,0.0
2.0,08FB263BXPvAibaEXe9Z67almz7y5semmAKozmbp,0,1.0,1.0,3,9,0,0,0.0
2.0,4F34F659XPvAibaEXe/Dy4K4yiQpOPKiiUqmRs2G,0,1.0,1.0,1,9,0,0,0.0
2.0,7B2E75BDXPvAibaEXe86736b6Ol+/BCzp68OCKKb,0,1.0,1.0,1,9,0,0,0.0
2.0,CF807904XPvAibaEXe+kwIr/VXjl0xC3gHl3XT9p,0,1.0,1.0,3,9,0,0,0.0
2.0,DEE53B1AXPvAibaEXe+vL6q6thZ0Nu5juVpB1ljH,0,1.0,1.0,1,9,0,0,0.0
2.0,067DC928XPvAibaEXe+P6Zzp7Rb5oFhystTt9hCl,0,1.0,0.0,1,0,0,0,0.0
2.0,62654F5DXPvAibaEXe9jjgNhrmbJFPIZXXeZlnxy,0,1.0,0.0,1,0,1,1,1.0
2.0,16765E4EXPvAibaEXe9Z67almz7y5p5Ev/WkDmP/,0,1.0,1.0,1,9,0,0,0.0
2.0,CAF1C679XPvAibaEXe+yU1j0ocViqc3aOVuIyn2Y,0,1.0,1.0,3,9,0,0,0.0
2.0,F4A91DBBXPvAibaEXe+sfU1lcH9y3z7zlCD2CO7V,0,1.0,0.0,1,0,1,1,1.0
2.0,2F247262XPvAibaEXe8ooYk4mkUGmHi9xjh/zG8m,0,1.0,0.0,1,0,1,1,1.0
2.0,F188F59AXPvAibaEXe+nZBq3b0XEhX0gn3eyGCol,0,1.0,1.0,3,9,0,0,0.0
2.0,FA58D615XPvAibaEXe8VekUw4ELehntjFptS9z5b,0,1.0,1.0,1,9,0,0,0.0
2.0,33F840BEXPvAibaEXe86736b6Ol+/H7P3cx/tka4,0,1.0,1.0,3,9,0,0,0.0
2.0,3F25F0F3XPvAibaEXe+fmxcqgvribINZVn1ZCwDg,0,1.0,1.0,1,9,0,0,0.0
2.0,04F89839XPvAibaEXe8ge2UHv4J4B7N8hGEpTcLN,0,1.0,1.0,1,9,0,0,0.0
2.0,3D38A0F6XPvAibaEXe9oenRjqNmEX73VlChhVH0l,0,1.0,1.0,3,9,0,0,0.0
2.0,A51F3DE3XPvAibaEXe/Xn8KZjn44cQKIn5UAq1YD,0,1.0,1.0,1,9,0,0,0.0
2.0,7E7FC55FXPvAibaEXe9U/K5zYZONT8yhxXQNvJ6O,0,1.0,1.0,1,9,0,0,0.0
2.0,D349E207XPvAibaEXe/aPLdUCtOgChkEtg7JE0Ca,0,1.0,1.0,3,9,0,0,0.0
2.0,BAD275EDXPvAibaEXe+6MN9FoW2mqadHvO5K6fIQ,0,1.0,1.0,3,9,0,0,0.0
2.0,D349E207XPvAibaEXe/aPLdUCtOgChkEtg7JE0Ca,0,1.0,1.0,3,9,0,0,0.0
2.0,22530129XPvAibaEXe8T1DiYsmlfsdcZ2u7Jh669,0,1.0,1.0,1,9,0,0,0.0
2.0,6E67EB19XPvAibaEXe/X/wixypGyAsT5QiAaYiqu,0,1.0,1.0,1,9,0,0,0.0
2.0,77044BDAXPvAibaEXe8yzZ/8QUtgdtE4Bj3df2bu,0,1.0,1.0,3,9,0,0,0.0
2.0,A0E35B97XPvAibaEXe/PGAaNNWvbUGQEBTzIPKBn,0,1.0,1.0,1,9,0,0,-1.0
2.0,B75B1276XPvAibaEXe8s1xx8DWM0qgWHPxOEZBeb,0,1.0,1.0,1,9,0,0,-1.0
2.0,00BCE333XPvAibaEXe9upvU5DvuC9h+K5WaA2XCn,0,1.0,1.0,1,9,0,0,0.0
2.0,2A0614D5XPvAibaEXe/y2t7DVG8TDUYXt5JeYGwe,0,1.0,1.0,1,9,0,0,0.0
2.0,E907A4DAXPvAibaEXe+Y5CB/5gt3MMEtpeI9uUCE,0,1.0,1.0,1,9,0,0,0.0
2.0,81233B90XPvAibaEXe+xRE5267JUoLfdgZWsdAhr,0,1.0,1.0,1,9,0,0,0.0
2.0,6F4E2403XPvAibaEXe8hLNatuVCg+d70/9+5XPCj,0,1.0,1.0,1,9,0,0,0.0
2.0,6F4E2403XPvAibaEXe8hLNatuVCg+d70/9+5XPCj,0,1.0,1.0,3,9,0,0,0.0
2.0,61ED53DFXPvAibaEXe/baiw3K4HkFxzsFQRZdGJ5,0,1.0,1.0,1,9,0,0,0.0
2.0,0269D0CEXPvAibaEXe9Z67almz7y5nIpJrijnwIg,0,1.0,1.0,1,9,0,0,0.0
2.0,25AF24E3XPvAibaEXe+/EkvXK98KbWSdx1OCHSTZ,0,1.0,1.0,1,9,0,0,0.0
2.0,005116E7XPvAibaEXe8VdV75E6kcrk07Zn1wf/T8,0,1.0,1.0,1,9,0,0,0.0
2.0,25AF24E3XPvAibaEXe+/EkvXK98KbWSdx1OCHSTZ,0,1.0,1.0,1,9,0,0,0.0
2.0,587117ECXPvAibaEXe+TioGOAQy/3xs11Ox39j0M,0,1.0,1.0,1,9,0,0,0.0
2.0,0EB7EE23XPvAibaEXe8b4sJvH2gx3PgXL4miHOZf,0,1.0,1.0,1,9,0,0,0.0
2.0,7C10AC8FXPvAibaEXe/zHDidEgqCTtAT2i2TddLN,0,1.0,1.0,1,9,0,0,0.0
2.0,005116E7XPvAibaEXe8VdV75E6kcrk07Zn1wf/T8,0,1.0,1.0,1,9,0,0,0.0
2.0,C455032AXPvAibaEXe+NJiMjcH3vhNjDTbd/VozU,0,1.0,1.0,1,9,0,0,0.0
2.0,47034CE1XPvAibaEXe/SxwNRab2vgL+S1T8wHHjU,0,1.0,1.0,1,9,0,0,0.0
1.0,31D5D488XPvAibaEXe85Kg8gbEhwbxD0x3mi2el8,1,1.0,0.0,0,0,1,1,1.0
1.0,31D5D488XPvAibaEXe85Kg8gbEhwbxD0x3mi2el8,8,1.0,0.0,0,0,1,1,1.0
1.0,31D5D488XPvAibaEXe85Kg8gbEhwbxD0x3mi2el8,3,1.0,0.0,0,0,1,1,1.0
1.0,601E0986XPvAibaEXe+y4Ivhjp8SxpmSs9JVmGUu,1,1.0,1.0,0,9,0,0,0.0
1.0,F257BE3EXPvAibaEXe+lo6eJkHWaQX9v5OomNEKz,1,1.0,0.0,0,0,1,1,1.0
1.0,601E0986XPvAibaEXe+y4Ivhjp8SxpmSs9JVmGUu,1,1.0,0.0,0,0,1,1,1.0
1.0,C76005A8XPvAibaEXe/X/wixypGyAg54ZpujWGey,1,1.0,0.0,0,0,0,0,0.0
1.0,EAA0B693XPvAibaEXe99j2P15eeB04XwhZ0tzlI4,1,1.0,0.0,0,0,1,1,1.0
1.0,603115A9XPvAibaEXe9lF2o7VejWNmxlsu7sojKq,1,1.0,0.0,0,0,1,1,1.0
1.0,1FECA093XPvAibaEXe/Lh6v1XxTKJdFJi/K7qsBq,1,1.0,0.0,0,0,1,1,1.0
1.0,578A7225XPvAibaEXe8hvnm4ihleLUtcWtYNAOFi,1,1.0,0.0,0,0,1,1,1.0
1.0,578A7225XPvAibaEXe8hvnm4ihleLUtcWtYNAOFi,7,1.0,0.0,0,0,1,1,1.0
1.0,578A7225XPvAibaEXe8hvnm4ihleLUtcWtYNAOFi,10,1.0,0.0,0,0,1,1,1.0
1.0,EFA92570XPvAibaEXe8s1xx8DWM0qh0wHqaPbJbq,1,1.0,0.0,0,0,1,1,1.0
1.0,EAFB8611XPvAibaEXe+wmtNhlfgIwhUtxuTJu+OP,1,1.0,0.0,0,0,1,1,1.0
1.0,F99CE6DEXPvAibaEXe86736b6Ol+/O3ZQU1AW1/C,7,1.0,0.0,0,0,1,1,1.0
1.0,91F785ABXPvAibaEXe/lOccskaOiO5y4GbVvuRQu,1,1.0,0.0,0,0,1,1,1.0
1.0,B85AE4CFXPvAibaEXe/FWKstHRRDnYSo4DEPmiWp,7,1.0,0.0,0,0,0,0,0.0
1.0,33F840BEXPvAibaEXe86736b6Ol+/H7P3cx/tka4,1,1.0,0.0,0,0,1,1,1.0
1.0,29DAC8E5XPvAibaEXe9iKIRwqei6/AabAAzMbpha,1,1.0,1.0,0,9,0,0,0.0
1.0,8F360909XPvAibaEXe9h45naFhFKYhGzBWaAWcy0,1,1.0,0.0,0,0,1,1,1.0
1.0,1144C476XPvAibaEXe/FejQN8/S5fMTeBtQ6DFpo,1,1.0,0.0,0,0,1,1,1.0
1.0,76CACACBXPvAibaEXe9hPQQhQOOPyV0cvrwNuPGz,1,1.0,1.0,0,9,0,0,0.0
1.0,FA254441XPvAibaEXe+yU1j0ocViqeDyPSpZ8AwW,1,1.0,0.0,0,0,1,1,1.0
1.0,8E49F159XPvAibaEXe/YKN5ysyYL7Hv6XLBu67/v,1,1.0,0.0,0,0,1,1,1.0
1.0,B2204322XPvAibaEXe/SxwNRab2vgCFsjDisX+gc,1,1.0,0.0,0,0,1,1,1.0
1.0,44601EB7XPvAibaEXe99j2P15eeB0+Zs3AHanVIa,1,1.0,0.0,0,0,1,1,1.0
1.0,C63071C5XPvAibaEXe9JDlHA4z2GHBvVa1gNFpuJ,1,1.0,0.0,0,0,1,1,1.0
1.0,6AEF2EC0XPvAibaEXe86736b6Ol+/EwtIJHvLVRJ,1,1.0,0.0,0,0,1,1,1.0
1.0,B324AA62XPvAibaEXe9h45naFhFKYnJpwCUzzMDr,1,1.0,1.0,0,9,0,0,0.0
1.0,35A1B6FFXPvAibaEXe9Z67almz7y5kj8xAL7LEki,1,1.0,0.0,0,0,1,1,1.0
1.0,D367637EXPvAibaEXe+6MN9FoW2mqYPK/ixWMAwA,1,1.0,1.0,0,9,0,0,0.0
1.0,212EA0C7XPvAibaEXe/Hpk/kOf6+1XWAGhQk4dXd,1,1.0,0.0,0,0,1,1,1.0
1.0,E6A68052XPvAibaEXe8k9aD0YXzUPjDIBsjZnI4k,1,1.0,0.0,0,0,1,1,1.0
1.0,4519669FXPvAibaEXe/uH+ehSKMSjbKx7ngVlc1q,1,1.0,0.0,0,0,1,1,1.0
1.0,EB858A9EXPvAibaEXe+kwIr/VXjl06GMqaN1u5Lh,1,1.0,0.0,0,0,1,1,1.0
1.0,B324AA62XPvAibaEXe9h45naFhFKYnJpwCUzzMDr,1,1.0,0.0,0,0,1,1,1.0
1.0,6A34DC14XPvAibaEXe9HKUC7sboLjsk46RkohDVv,1,1.0,0.0,0,0,1,1,1.0
1.0,81D2AB1FXPvAibaEXe/YKAlYnC3m9ztTf89k7OWJ,1,1.0,0.0,0,0,1,1,1.0
1.0,535EE7D3XPvAibaEXe9/su+qLcYDMqV4B2iJU0yP,1,1.0,0.0,0,0,1,1,1.0
1.0,29DAC8E5XPvAibaEXe9iKIRwqei6/AabAAzMbpha,1,1.0,0.0,0,0,1,1,1.0
1.0,06BFA130XPvAibaEXe/+PcSgI7YkeSntP5em9h+w,1,1.0,0.0,0,0,1,1,1.0
1.0,B51C8C34XPvAibaEXe8k9aD0YXzUPvhc8ATcqnY3,1,1.0,0.0,0,0,1,1,1.0
1.0,6EBFAC96XPvAibaEXe/XBbLEWRhgQXinO9yZvS2d,1,1.0,0.0,0,0,1,1,1.0
1.0,0EA8D3D2XPvAibaEXe/lOccskaOiOzxORymghVIL,1,1.0,0.0,0,0,1,1,1.0
1.0,30F6C945XPvAibaEXe/Lh6v1XxTKJVD20kccXwaQ,1,1.0,0.0,0,0,0,0,0.0
1.0,85C2D27FXPvAibaEXe/Dy4K4yiQpOJHnLNT8mIEk,1,1.0,0.0,0,0,1,1,1.0
1.0,A465B59BXPvAibaEXe99GOtI/HwJhTcVZiHi+eIc,1,1.0,0.0,0,0,1,1,1.0
1.0,08890FF6XPvAibaEXe+wmtNhlfgIwlWvQAJnsgPn,1,1.0,0.0,0,0,1,1,1.0
1.0,EF1CC696XPvAibaEXe/FejQN8/S5fEIReZ4QsFjV,1,1.0,0.0,0,0,1,1,1.0
1.0,1DA45CE2XPvAibaEXe8jolcsAIssTCatCgflVvBX,1,1.0,0.0,0,0,0,0,0.0
1.0,F194DA26XPvAibaEXe9Z67almz7y5jarc2nxH/N/,1,1.0,0.0,0,0,1,1,1.0
1.0,786BE3EBXPvAibaEXe/asAVnWDRS7UAj1YtnlMWY,1,1.0,0.0,0,0,1,1,1.0
1.0,F5705943XPvAibaEXe+1P/4gNbgreYZ1sK9mulny,1,1.0,1.0,0,3,1,1,1.0
1.0,B4303CD0XPvAibaEXe+nZBq3b0XEhVoLjxUZrYZX,1,1.0,0.0,0,0,1,1,1.0
1.0,C57E7F21XPvAibaEXe8VekUw4ELehuWMmX7vpi8O,1,1.0,0.0,0,0,1,1,1.0
1.0,765E7421XPvAibaEXe/WSo41+3xFkNcK3zAr20/P,1,1.0,0.0,0,0,1,1,1.0
1.0,670817FEXPvAibaEXe+LLvbxzunmJKKt4KdkWwgm,1,1.0,0.0,0,0,1,1,1.0
1.0,678A7E53XPvAibaEXe86736b6Ol+/Jgt4POkxWzn,1,1.0,0.0,0,0,1,1,1.0
1.0,2D110B13XPvAibaEXe+lo6eJkHWaQQMgTsF0se6I,1,1.0,0.0,0,0,1,1,1.0
1.0,BDEDD44DXPvAibaEXe+4hxKfaQWuhAQGSgtQEIOS,1,1.0,0.0,0,0,1,1,1.0
1.0,246BFB8AXPvAibaEXe93PEySAJOVk7f1TlF/mfrO,1,1.0,0.0,0,0,1,1,1.0
1.0,1C65DB23XPvAibaEXe9KDsVv3cRkMWLqfW5W0dwV,1,1.0,0.0,0,0,0,0,0.0
1.0,8219EA1DXPvAibaEXe/PGAaNNWvbUAwbuGIAPcg8,1,1.0,0.0,0,0,1,1,1.0
1.0,CF64EF5DXPvAibaEXe+PhKfQb0+XJ/i3djEe18Vw,1,1.0,0.0,0,0,1,1,1.0
1.0,66B24040XPvAibaEXe+wmtNhlfgIwn9iSiemRgPv,7,1.0,0.0,0,0,1,1,1.0
1.0,F423B999XPvAibaEXe+5oCRQPDKXsvYtikNVeZF/,1,1.0,0.0,0,0,1,1,1.0
1.0,0BA51321XPvAibaEXe8hvnm4ihleLRo3iaAhdOa6,1,1.0,0.0,0,0,1,1,1.0
1.0,6E0ACD73XPvAibaEXe//3t8+us0X0ijshXvuG3TY,1,1.0,0.0,0,0,1,1,1.0
1.0,B2816B7BXPvAibaEXe/YKN5ysyYL7MS3vlfPnRU+,1,1.0,0.0,0,0,1,1,1.0
1.0,ABAA6224XPvAibaEXe/Bn5cQSu92WeNVQEnSRa2a,1,1.0,0.0,0,0,1,1,1.0
1.0,134B0E11XPvAibaEXe+sfU1lcH9y3wqzt5gIecFn,1,1.0,0.0,0,0,1,1,1.0
1.0,952C9BD7XPvAibaEXe9hPQQhQOOPyVKuFZF5BlyS,1,1.0,1.0,0,3,0,0,0.0
1.0,80E552E4XPvAibaEXe+LLvbxzunmJKfwH0Ij28RY,1,1.0,0.0,0,0,1,1,1.0
1.0,57203F91XPvAibaEXe9JDlHA4z2GHFHVJ5vTRj7d,1,1.0,0.0,0,0,1,1,1.0
1.0,2420ED57XPvAibaEXe/Lh6v1XxTKJa6JLFRUPkLM,1,1.0,0.0,0,0,1,1,1.0
1.0,01CD0FE9XPvAibaEXe/YKN5ysyYL7C/LVIRFhL6K,1,1.0,0.0,0,0,1,1,1.0
1.0,6E351582XPvAibaEXe9fafwYRU+Nprk3ew8optYA,1,1.0,1.0,0,9,0,0,0.0
1.0,9095EEE4XPvAibaEXe93PEySAJOVk2kOrJQCpxlr,10,1.0,1.0,0,9,0,0,0.0
1.0,76BBD44BXPvAibaEXe99GOtI/HwJhfnsANkwbGH8,1,1.0,0.0,0,0,1,1,1.0
1.0,DEC271BCXPvAibaEXe8WD3qnVG2b/XsMiSHc1tc+,1,1.0,0.0,0,0,1,1,1.0
1.0,4707347EXPvAibaEXe/+PcSgI7YkecOZAi0yiuvx,1,1.0,0.0,0,0,1,1,1.0
1.0,618BC5B5XPvAibaEXe9KDsVv3cRkMbmVPS3944TL,1,1.0,0.0,0,0,1,1,1.0
1.0,40E6B6E5XPvAibaEXe+BHZkA9XgGXRJzAFhTNzBm,1,1.0,0.0,0,0,1,1,1.0
1.0,182EDDDCXPvAibaEXe+1P/4gNbgredAYJhLzP30B,1,1.0,0.0,0,0,1,1,1.0
1.0,89B3FC1FXPvAibaEXe9upvU5DvuC9quMe8nU+PAB,1,1.0,0.0,0,0,1,1,1.0
1.0,A58F9FC5XPvAibaEXe99j2P15eeB0yiXdyKNy8jH,1,1.0,0.0,0,0,1,1,1.0
1.0,C5653867XPvAibaEXe8wlx2/dthDAvgNFAzhdDbA,1,1.0,0.0,0,0,1,1,1.0
1.0,ADD6626AXPvAibaEXe/SxwNRab2vgDj3JMKIXWrE,1,1.0,1.0,0,3,0,0,0.0
1.0,716143F2XPvAibaEXe9Bx5CZuIA9z7+la9dn0z+4,1,1.0,0.0,0,0,1,1,1.0
1.0,4F34F659XPvAibaEXe/Dy4K4yiQpOPKiiUqmRs2G,1,1.0,0.0,0,0,1,1,1.0
1.0,791CF17BXPvAibaEXe9h45naFhFKYlGHEDi2lHY1,1,1.0,0.0,0,0,1,1,1.0
1.0,03810112XPvAibaEXe9fwZBwsCOuQPoWCjpy04cL,1,1.0,0.0,0,0,1,1,1.0
1.0,D8A59DD6XPvAibaEXe/Hpk/kOf6+1SZxlnNF1JHJ,1,1.0,0.0,0,0,1,1,1.0
1.0,8CFE0343XPvAibaEXe8jolcsAIssTO2PM0KveWKn,1,1.0,1.0,0,3,0,0,0.0
1.0,A92E401AXPvAibaEXe+1j/AqdkpM23n3Jq7Am/Ra,1,1.0,1.0,0,3,0,0,0.0
1.0,2D469F82XPvAibaEXe/YKAlYnC3m9yAnVuerKywR,1,1.0,0.0,0,0,1,1,1.0
1.0,453A0C45XPvAibaEXe/SxwNRab2vgEekPHC/t/5s,1,1.0,0.0,0,0,1,1,1.0
1.0,8066FACDXPvAibaEXe+vL6q6thZ0NqMsVHCr8Wd5,10,1.0,1.0,0,9,0,0,0.0
1.0,A09F2752XPvAibaEXe+1j/AqdkpM215N3VvHdQ2X,1,1.0,0.0,0,0,1,1,1.0
1.0,B3078280XPvAibaEXe9KDsVv3cRkMR3THeDfuZST,1,1.0,1.0,0,3,1,1,1.0
1.0,1818B089XPvAibaEXe8s1xx8DWM0qoKAQzOIviSb,1,1.0,0.0,0,0,1,1,1.0
1.0,412DC926XPvAibaEXe+5f3nhbX2eh9nFdw3I/18R,1,1.0,0.0,0,0,1,1,1.0
1.0,6B09280BXPvAibaEXe/uH+ehSKMSjbIRdFrD3vPI,1,1.0,0.0,0,0,1,1,1.0
1.0,98247E19XPvAibaEXe93PEySAJOVkxsz+HIviyYJ,1,1.0,0.0,0,0,1,1,1.0
1.0,EB87A112XPvAibaEXe+yU1j0ocViqSbXKj24nkqQ,1,1.0,0.0,0,0,1,1,1.0
1.0,37930AD7XPvAibaEXe9CtFSNMbfIz8i9KHQMn+p1,1,1.0,1.0,0,3,0,0,0.0
1.0,8066FACDXPvAibaEXe+vL6q6thZ0NqMsVHCr8Wd5,10,1.0,0.0,0,0,1,1,1.0
1.0,8066FACDXPvAibaEXe+vL6q6thZ0NqMsVHCr8Wd5,10,1.0,1.0,0,9,0,0,0.0
1.0,B2BC792FXPvAibaEXe+1P/4gNbgrefoTGueuT4Wa,1,1.0,0.0,0,0,1,1,1.0
1.0,B0446B28XPvAibaEXe+5f3nhbX2ehwI8GK1nbG8j,1,1.0,0.0,0,0,1,1,1.0
1.0,F2696E85XPvAibaEXe9ysTifnGoMwT5kAXkjtPqR,1,1.0,0.0,0,0,1,1,1.0
1.0,A5889011XPvAibaEXe9lF2o7VejWNht67pu11G7v,1,1.0,0.0,0,0,1,1,1.0
1.0,7DE2E094XPvAibaEXe/ji2wENvGp6JB8Dx018brq,1,1.0,0.0,0,0,1,1,1.0
1.0,E95E7C6DXPvAibaEXe+1j/AqdkpM22DHf6P99fDJ,1,1.0,0.0,0,0,1,1,1.0
1.0,46187904XPvAibaEXe80gGmWuNekT+rbNOzGEoBh,1,1.0,1.0,0,3,0,0,0.0
1.0,A1BE3E99XPvAibaEXe/Lh6v1XxTKJbwWcn952SwN,1,1.0,0.0,0,0,1,1,1.0
1.0,B55901AAXPvAibaEXe/FejQN8/S5fMZXWPtKAshB,1,1.0,0.0,0,0,1,1,1.0
1.0,73ACB42FXPvAibaEXe/caEx4rNa5qUHLvhqz3Ryo,1,1.0,0.0,0,0,1,1,1.0
1.0,23A5CE7EXPvAibaEXe+nZBq3b0XEhb5k9/vzpSuL,1,1.0,0.0,0,0,1,1,1.0
1.0,BB711DEAXPvAibaEXe9fafwYRU+Npi5+4HO3NGDi,1,1.0,1.0,0,3,0,0,0.0
1.0,B55901AAXPvAibaEXe/FejQN8/S5fMZXWPtKAshB,7,1.0,0.0,0,0,1,1,1.0
1.0,80790C23XPvAibaEXe83V/kFvw2bBdHxAZUKwYd8,1,1.0,0.0,0,0,1,1,1.0
1.0,702D2CF3XPvAibaEXe8ooYk4mkUGmA64Z/iLP3mB,1,1.0,0.0,0,0,1,1,1.0
1.0,6F75613CXPvAibaEXe8/3iNqySORbxrmFjIeDct7,1,1.0,0.0,0,0,1,1,1.0
1.0,586F0A4CXPvAibaEXe+LLvbxzunmJL51nTie4Ve7,1,1.0,0.0,0,0,1,1,1.0
1.0,8C2FAA40XPvAibaEXe+NmgQbVGcjJ+7V2UMYMM22,1,1.0,0.0,0,0,1,1,1.0
1.0,B75B1276XPvAibaEXe8s1xx8DWM0qgWHPxOEZBeb,1,1.0,0.0,0,0,1,1,1.0
1.0,3669079DXPvAibaEXe8WD3qnVG2b/Xo6z5VgIbaM,1,1.0,0.0,0,0,1,1,1.0
1.0,E3BE5EC2XPvAibaEXe/6muSCAeQUC95vwcfIJ1oV,1,1.0,0.0,0,0,1,1,1.0
1.0,4E60F742XPvAibaEXe9jjgNhrmbJFAqOieHYy/Vf,1,1.0,0.0,0,0,1,1,1.0
1.0,45B8D2AFXPvAibaEXe9jjgNhrmbJFDlSnTjOuVMt,1,1.0,0.0,0,0,1,1,1.0
1.0,B537A376XPvAibaEXe/7sxkigC7f5/wIjwcjrv6/,1,1.0,0.0,0,0,1,1,1.0
1.0,538FDEFEXPvAibaEXe9P07hcrvmhCe3unM2XvNXE,1,1.0,0.0,0,0,1,1,1.0
1.0,501D7B8DXPvAibaEXe+UdHzq6I3zLeTyswAMFZzS,1,1.0,0.0,0,0,1,1,1.0
1.0,2C352CF8XPvAibaEXe/Lh6v1XxTKJd0Eyi88h1Ic,1,1.0,0.0,0,0,0,0,0.0
1.0,055BC8B6XPvAibaEXe8ooYk4mkUGmEtvnAf/k5xO,1,1.0,0.0,0,0,1,1,1.0
1.0,F203BBC3XPvAibaEXe+suUpvSAu/o/+ZL0cV+o+k,1,1.0,0.0,0,0,1,1,1.0
1.0,1D74C87FXPvAibaEXe8Y+/3uR2PkTKeFWIOEfKn0,1,1.0,0.0,0,0,1,1,1.0
1.0,D251E033XPvAibaEXe9Bx5CZuIA9z46xIO31XDcH,1,1.0,0.0,0,0,1,1,1.0
1.0,67C763FAXPvAibaEXe/BqA0y8R3TRXNUn5wTg3dI,1,1.0,0.0,0,0,1,1,1.0
1.0,5C414DDBXPvAibaEXe+fmxcqgvribFniUqUd9qFs,1,1.0,0.0,0,0,1,1,1.0
1.0,54D69FFDXPvAibaEXe/yXiKgsgy0siFts6rWcAMw,1,1.0,0.0,0,0,1,1,1.0
1.0,98FAD5F6XPvAibaEXe9fafwYRU+NptbcSqHyrp9L,1,1.0,0.0,0,0,1,1,1.0
1.0,083DD240XPvAibaEXe+gsTDvgY5pDqmMCJZkOYCz,1,1.0,0.0,0,0,1,1,1.0
1.0,E5486DB1XPvAibaEXe9FiaSoce50DF0tF/eSsmjM,1,1.0,0.0,0,0,1,1,1.0
1.0,C4EF60B5XPvAibaEXe9iKIRwqei6/NTXytYp5Ig8,1,1.0,1.0,0,3,0,0,0.0
1.0,36BC8A31XPvAibaEXe9upvU5DvuC9htMUSG2h0WC,1,1.0,0.0,0,0,1,1,1.0
1.0,82157FECXPvAibaEXe/WSo41+3xFkONmGkZ6gOkr,1,1.0,0.0,0,0,1,1,1.0
1.0,4EC92EA7XPvAibaEXe+5f3nhbX2eh0DMegX78U1l,1,1.0,1.0,0,3,0,0,0.0
1.0,9164BFFEXPvAibaEXe+vL6q6thZ0NrH0BwM08sWH,1,1.0,0.0,0,0,1,1,1.0
1.0,AA971F36XPvAibaEXe+fmxcqgvribA5vxtc+V0/y,1,1.0,1.0,0,3,0,0,0.0
1.0,87E06D79XPvAibaEXe9Z67almz7y5qeVdwBIoh7O,1,1.0,0.0,0,0,1,1,1.0
1.0,47034CE1XPvAibaEXe/SxwNRab2vgL+S1T8wHHjU,1,1.0,0.0,0,0,1,1,1.0
1.0,B07DB2D5XPvAibaEXe8wMpKQnQ7j6PeL0JGTuD9x,1,1.0,0.0,0,0,1,1,1.0
1.0,441A8F18XPvAibaEXe9h45naFhFKYu2DEQGRa5Oc,1,1.0,0.0,0,0,1,1,1.0
1.0,1E0CAF86XPvAibaEXe9VICkMSMM7n1+HSYjnlyku,1,1.0,0.0,0,0,1,1,1.0
1.0,A31BDC0AXPvAibaEXe/Dy4K4yiQpOP0/iCEjMzqM,1,1.0,0.0,0,0,1,1,1.0
1.0,25AF24E3XPvAibaEXe+/EkvXK98KbWSdx1OCHSTZ,1,1.0,0.0,0,0,1,1,1.0
1.0,6BB4FBF8XPvAibaEXe/XBbLEWRhgQYrCodpVCa+j,1,1.0,0.0,0,0,1,1,1.0
1.0,31344271XPvAibaEXe9hPQQhQOOPyQ/T6/YpD1bo,1,1.0,0.0,0,0,1,1,1.0
1.0,E907A4DAXPvAibaEXe+Y5CB/5gt3MMEtpeI9uUCE,1,1.0,0.0,0,0,1,1,1.0
1.0,6941EDCFXPvAibaEXe9lF2o7VejWNigZWDBEXchf,1,1.0,0.0,0,0,1,1,1.0
1.0,8772F0BAXPvAibaEXe/Xn8KZjn44cTSiZLpRIHmr,1,1.0,0.0,0,0,1,1,1.0
1.0,B3A50C98XPvAibaEXe+wmtNhlfgIwn75T0yboEDj,1,1.0,0.0,0,0,1,1,1.0
