mssv,sotc
23C6D407XPvAibaEXe/0W4kDBen4339wMxYZSgUE,10.0
23CECDF1XPvAibaEXe8J1cEUcgbYoeRRiHqfxF9x,3.0
23D70D65XPvAibaEXe8n5o9RyAxUM7AKQAkbJi4E,23.0
23D78CF6XPvAibaEXe8ndFTCadX+eIAXGVGsF3/b,42.0
23EA37C8XPvAibaEXe8Vh+AQMuj+NFnH6dFzEKue,20.0
23EA7573XPvAibaEXe/CISFtEmjHAOIni5M49fL+,10.0
23EB5F7FXPvAibaEXe9ej2kTw4OUmgmhgDhxaVMx,0.0
23FA9C5FXPvAibaEXe/yrwK0a/uMN7jK8BVQmWzf,3.0
241964DAXPvAibaEXe+q0E3QguGBpRI5iPumVRkF,2.0
241B7D5EXPvAibaEXe/Y4iQVUYLC5twLlFVlVdUz,16.0
2424463BXPvAibaEXe++bDwPCni17gL2gGvZqovE,5.0
242ADB97XPvAibaEXe9ysTifnGoMwfpn00Jzt4a2,26.0
242B9ECFXPvAibaEXe8x0FWp3Gjx9/Yd8DqLiTWn,116.0
2441A7C2XPvAibaEXe8VekUw4ELehn5inKXOCKf2,37.0
24425C9FXPvAibaEXe/+5dmtHXoxmmjY5nZ47moN,5.0
24500250XPvAibaEXe+dVXFbWVwKlZWoN4Lv4G5x,68.0
245612F2XPvAibaEXe/XWo+thXj5TOpndhvde5tH,49.0
245799E9XPvAibaEXe915NmCViXOMOsXJEuDBWev,4.0
2458B859XPvAibaEXe+TUHAdEwrOx4CNJaGYTBet,7.0
246BFB8AXPvAibaEXe93PEySAJOVk7f1TlF/mfrO,89.0
246D0DD7XPvAibaEXe+GapkXz3RH2G5BmPuyvNsb,4.0
246F0FEDXPvAibaEXe9xvlXe8wTY6BZGSUDm6fwv,3.0
246F3C49XPvAibaEXe91GJZByEKtSWBk06YyeQ4U,4.0
247033DCXPvAibaEXe/d6WOTYSu9kIyH/mkYHSqO,50.0
2472FFC9XPvAibaEXe/czfr8la7F8cYY/dPfA6ia,35.0
2487D963XPvAibaEXe+Om5b1Z5BSkTvA8khox7Gz,20.0
249C0871XPvAibaEXe9xNU7iiJtYr3nekT+839Wc,42.0
24A2096EXPvAibaEXe91GBYfz0Z4eBezfWj/MbBB,3.0
24AB6739XPvAibaEXe+jQfayvnobXjPws75MqC/0,30.0
24B276B8XPvAibaEXe9towEleTnx8RwfVVGvrsyj,14.0
24CA4E5AXPvAibaEXe8LEmLQG/Ynj+i7st15UX7G,41.0
24CD5E5EXPvAibaEXe9V1gtTDRnQFyTR/23YQTUv,3.0
24D08C92XPvAibaEXe+MR0BPJNCxyU9nbLO2zvkA,30.0
24D1AC19XPvAibaEXe9AQxm5x3NDAby4bhdZD1p4,18.0
24D8FE62XPvAibaEXe+jH6imInCsnyr2jOWQw5Nj,19.0
24DBE39AXPvAibaEXe8tDvYuArt1hNYXypOi0CQE,12.0
24DC3D8AXPvAibaEXe8ge2UHv4J4B18QuY8RUYi8,28.0
24FBE12EXPvAibaEXe+mTMtVaiWEZPnEZmZpJpvT,3.0
25060933XPvAibaEXe/U2f1dnGSXPZEidfZaO1rQ,4.0
252510DCXPvAibaEXe8H0v+wZJvKQ1TZsafnvvpM,28.0
2527BAB9XPvAibaEXe+cD1fKElqxL9jGStBoq3T8,38.0
253B18D4XPvAibaEXe9WcTnuikKYKiGGt+wMTvNh,27.0
253CD644XPvAibaEXe8rZ8NuCiCoOaCI/vRzVQdj,4.0
25445A9CXPvAibaEXe+02ryNj/uIXyib4006b5wP,16.0
2549020DXPvAibaEXe9Bx5CZuIA9z9kRJsZoB8K+,33.0
254D76E5XPvAibaEXe+dJypLAXKUX4m0QotDDZIM,15.0
25536AC3XPvAibaEXe9agUz/x4Y2HkxTJQsPKpyH,7.0
2566CB3BXPvAibaEXe9wgACCA7SCWWoA+zvJXnEV,4.0
2568391BXPvAibaEXe+nNcqpVbk9mc3AjD6JnR9p,4.0
256CAF61XPvAibaEXe8e8TJXhGRqkEsxlP7P0zFV,54.0
2573D935XPvAibaEXe/K6d36/fqcEfxtyVMTrjCz,17.0
25790AFDXPvAibaEXe+Tyn6K74w+Tg2gwyQs3SUU,18.0
257A2AFEXPvAibaEXe8dEe4TA8wgH6MCn94ozkxV,3.0
258CA260XPvAibaEXe+1qnC7LACO/cXJ3dvLIAve,6.0
258DB970XPvAibaEXe8IlpBhypyXxgajQBgTDZfm,9.0
259094ECXPvAibaEXe/WIUWn3FBMGHCBfIJI1br3,7.0
2592FAC9XPvAibaEXe8iJ6xNoa85bgw4ioMe7PRH,4.0
2597DE1BXPvAibaEXe+5f3nhbX2ehzMFG0AITf2m,8.0
259892BDXPvAibaEXe8/fn01KaU91IIsanc9Lwty,3.0
2599B969XPvAibaEXe+KhkBwgOBVc4U09lTJ5/MO,62.0
25A2AF73XPvAibaEXe/WaZKSSjfnhiZF/SMibqsy,67.0
25A3A13DXPvAibaEXe+l4bzn3GsI76xP72wn8kUg,8.0
25A650FBXPvAibaEXe8Honc7NrRR08qlGGUycPkr,34.0
25AD6220XPvAibaEXe9bxIU3EBW/LtQUaDJs+fd+,4.0
25AF24E3XPvAibaEXe+/EkvXK98KbWSdx1OCHSTZ,70.0
25B02112XPvAibaEXe8MiAeDl52EjtUZNiSZXBdK,9.0
25B1BFD3XPvAibaEXe/NRwqjPAC0MJtMPSJVARBI,26.0
25C15555XPvAibaEXe9M021iVaAwIGned3/1O2WJ,13.0
25D76E90XPvAibaEXe8HxoLOw72ZIE81PpKJNDP6,15.0
25E4D9FAXPvAibaEXe/IJyK0OmpUJyuEp0m3rP8S,3.0
25E596D7XPvAibaEXe9W7fV/x7qyQKb8gpK3QObP,0.0
25EBFE37XPvAibaEXe8ONI/il9MI28Xp5nZzc8+i,4.0
25EF0533XPvAibaEXe+F5I4cNQcujEltpm3JMoML,114.0
25F23BE0XPvAibaEXe+XOEV1VJ5O2zTSZ/mxR7U7,30.0
2601F969XPvAibaEXe+vL6q6thZ0NorUQsvd9KWl,43.0
260F89E3XPvAibaEXe904Wq1lYkfi3SWlgS7D671,34.0
261932E4XPvAibaEXe/wtdrPHYnwmfh0UZ/QxVY5,4.0
2625E16EXPvAibaEXe8YD29zP3MXD3gDEwa8nuHp,2.0
262628CCXPvAibaEXe97q47CdxnNZIi4AOvaSLHr,60.0
2628CF80XPvAibaEXe+I9YJtP5yoHkJe/iSJcdVz,28.0
262D4591XPvAibaEXe/EH/QuhNZL2NPRrwnnIzoo,21.0
262FE23FXPvAibaEXe8AMmr3Xq9FJw523YUSmlZ1,4.0
26338FA1XPvAibaEXe8hRg1nu5z8zEEHAY7j4kaN,83.0
263946EDXPvAibaEXe8oK4daYRo4afgvrwb6bJNK,16.0
2646A725XPvAibaEXe/4bSD/sFWUzyNtLL4i5Wrh,20.0
26504393XPvAibaEXe97wmuqTYuV7f7oqpX5KaC9,32.0
26584974XPvAibaEXe9e953jV3NnLq2zHCHmbJ4X,8.0
265BE757XPvAibaEXe9+TauHu3ZGibTdk7WFpWoh,12.0
265D05F3XPvAibaEXe8qgRlcblbl2m+OPn9cljQO,12.0
26629A62XPvAibaEXe9dY3g0Pb8XoBV9su9TMMyL,15.0
267055F6XPvAibaEXe8YlvtcvZCDlYwsXo+OnCMP,3.0
26740212XPvAibaEXe/bcCn8ANC28Hcw78S2UWBe,4.0
267F69FFXPvAibaEXe/yrwK0a/uMN73zbiTSkqbg,11.0
2684ACC5XPvAibaEXe8ooYk4mkUGmHAqCSzIJiAb,9.0
26878ED0XPvAibaEXe+YZMNRpG0Ejn+8eIJPWZZ8,31.0
2695DF34XPvAibaEXe8E6yzSPpyFOXn9+vmP8erh,13.0
269A6330XPvAibaEXe8aMmuWiMhL4vFI0OzjFGky,4.0
269C4777XPvAibaEXe8zAo0wu8vadowv1T8ODAwy,2.0
26B1EF2FXPvAibaEXe/iDuY0411CJqYYxhscohkR,22.0
26B906D9XPvAibaEXe9Z0fDyfUkzH88rU57saV8U,33.0
26BA2C03XPvAibaEXe+Y0lGmaTa/AO+2ehaTjeTz,7.0
26BB218CXPvAibaEXe+6B/SWZOkhUxUePOJo7mJx,68.0
26BE58DEXPvAibaEXe+LbSgCtk53mfEZsdstPIuY,9.0
26DC49F5XPvAibaEXe9afbyrOJH5CFlMrepSjvSv,17.0
26DC9411XPvAibaEXe8EBCmK0Wi51//VuVOxWoEI,4.0
26DCCB6DXPvAibaEXe9g/Q4nHISAYs+A0zv1uumr,2.0
26E7FDE2XPvAibaEXe+RJ/Hp4D2y87uHxrAcmcm2,4.0
26E98335XPvAibaEXe/XBbLEWRhgQTjizUBLclNR,3.0
26EF6CD3XPvAibaEXe8HdBWz7TQU63QCYqrfrSGG,6.0
2706FC95XPvAibaEXe9KG2OR8ZVK3rHpLH3OxKa9,23.0
271545D2XPvAibaEXe9/su+qLcYDMqX5LRATm4Zu,18.0
2717E759XPvAibaEXe/AtEQY1n7++WmWLPYrLkwO,35.0
271B286AXPvAibaEXe9CFhTkHod3yfY0OnaNvlXt,42.0
271E1C78XPvAibaEXe9mCnb3+Zz/PczZ4KkugInl,11.0
271F0B13XPvAibaEXe8GQO9NuWsqopvWsXr/8f7P,72.0
27287D52XPvAibaEXe+g+689Av0WQ2TzEcelm+th,17.0
27362DA8XPvAibaEXe8XRU39qyEN1cqgEFq/z5Er,105.0
273F3C32XPvAibaEXe9EUO2qxCH07YfQZ7MY5A1B,26.0
2748110FXPvAibaEXe8zN2KKhdLFunzw+E+dOEKN,11.0
2751EFE9XPvAibaEXe8QnYAyy7RsKHiDmgtc0N9Y,36.0
27545F7EXPvAibaEXe80O27ASDREkC1EvTEuj6rU,25.0
2758EF93XPvAibaEXe9QVsCW2codOY5HidKctFNb,26.0
275A4E2AXPvAibaEXe/iDuY0411CJlnz8HbavnWp,11.0
275E3BEBXPvAibaEXe9iyxgxOODcOZjuKgskOpR9,70.0
27727670XPvAibaEXe/QWjvABg0+vdPS00TNxXjP,20.0
2773033DXPvAibaEXe/45+b0LBlJ7DcasbYNV/NV,13.0
2780D5C0XPvAibaEXe+M91Hzrx3qMNHPQou8chAN,14.0
27825AC1XPvAibaEXe9wgACCA7SCWZEehS2D11JB,13.0
2786221BXPvAibaEXe9LuqEIeA/5An/Mfwtg/qQ2,8.0
27924F92XPvAibaEXe9iZHaMcYEysmjgSR1xhkHa,22.0
2795AB4FXPvAibaEXe8p9EUNm1rzjrbq0hrSdtIr,11.0
279A7389XPvAibaEXe/WaZKSSjfnhiAxIlEt0pqi,78.0
27A62100XPvAibaEXe+/1KYXP+fweJyZsRuyxmIg,32.0
27B2B1EFXPvAibaEXe+Avq8nahEopKAKUdjJQRPO,10.0
27C44449XPvAibaEXe+Ee/bNoyDJsiEhLWZq+MLD,5.0
27C73C4CXPvAibaEXe83V/kFvw2bBek/NsGNfC2g,6.0
27D96AF9XPvAibaEXe85Kg8gbEhwb+DzAV/z17sq,87.0
27DE8F0CXPvAibaEXe+4XPPXlKRz0OOesUWAG4OI,4.0
27DEED3DXPvAibaEXe+wVOsoF63SsFd2Mp70LIMr,0.0
27DFF874XPvAibaEXe97KWAIccCOrmT1CUViFuqv,18.0
27EC8551XPvAibaEXe/Ep1mHRpPbrLtblYsMpLBb,9.0
2806A650XPvAibaEXe/EvmuerN6w1BqpmgVv4ERT,4.0
280C7EA5XPvAibaEXe/Lh6v1XxTKJQPUP8Q5F4WX,42.0
280F7F2EXPvAibaEXe/TOGeH6x1BlQUztAN4ABTM,6.0
2813A4FEXPvAibaEXe9fSn/pJ5xyKizvqs00PYqD,18.0
28142A5CXPvAibaEXe+0Dwp+QXLoYvm0snhYVYqO,3.0
2817042FXPvAibaEXe+AkyY0LvshNt7rrPNcw5H4,15.0
2823FEA6XPvAibaEXe8f4ehXyooRKya9HKSAaB41,92.0
282CA119XPvAibaEXe9dKITjhF3qTS8bWsVwuMgW,97.0
28308267XPvAibaEXe+1exR/9VxBIwqeKilef56y,4.0
28318D8AXPvAibaEXe/33FMzfi5meeo/GWHMm4x4,6.0
283985D8XPvAibaEXe9QzIyvCsUiebLKfxm+Orz5,23.0
284A2135XPvAibaEXe+AdDQ9dDabO0fMh2wGcQkX,8.0
284FF9B8XPvAibaEXe9FNkWseQcJW9qfVL9mFIZk,9.0
2850C99FXPvAibaEXe8XLyAGr26H4/VLzSonUuXk,14.0
2851E3DCXPvAibaEXe/7Lh49MHjRPjhjqxdoCOjW,7.0
2856E6EAXPvAibaEXe/fr6IbK8XJMnth/YPTK/us,7.0
285ABCC6XPvAibaEXe9H2KS7fh217qV3B4WEqmqV,14.0
2860F1C4XPvAibaEXe99TEzGpN+vwrL8LAEuBRvq,13.0
286ECC34XPvAibaEXe+fbCTkii8CUvclUm2cUcHR,70.0
28738743XPvAibaEXe+LaXEhdAaoNNFAwEYqhEoa,4.0
287DA7CBXPvAibaEXe/WaZKSSjfnhlhfCvcJSt/q,33.0
287EB7D8XPvAibaEXe/tHzSgYcYugiCSLma3MtUV,9.0
28807FE1XPvAibaEXe8k9aD0YXzUPpNUUND3x7rK,3.0
2882595BXPvAibaEXe9Fy2hCq9OiAx0s+TMBlscg,5.0
288E4445XPvAibaEXe8iGDMJikW1wv69BjaGCsB1,6.0
28A90BB1XPvAibaEXe/1obfbwrsd54YNWSleaWUM,82.0
28B42110XPvAibaEXe/AUWle2JzWeOk7XLaN/aVR,26.0
28BA21D6XPvAibaEXe90ZzX2oanjjs5FxU3lHZPx,54.0
28C5FFE3XPvAibaEXe8oET1/EVZ+Wr1LoDqRLYoL,2.0
28C6D42AXPvAibaEXe/S5mChdnrLmzLOZjAdbd+w,56.0
28C7CF37XPvAibaEXe8XtTI6VHhlKHn5DFEv+QeE,4.0
28E797B6XPvAibaEXe9CNoSsNIodZ1rZLISZ6QBz,6.0
28E8966CXPvAibaEXe+7rdwEGp6RybCycOqwo+Mi,13.0
28F6E5E2XPvAibaEXe8UBGVVSBKSkgHdFRn4cEDg,7.0
28F7B7A6XPvAibaEXe++6wbq0vq2fYZnYrL44xYF,4.0
28FFB16BXPvAibaEXe/HUuIVo8uCR6f4HDAjMdvh,74.0
28FFF1C3XPvAibaEXe8w4wM4FDYR1AGXBK5Un2LE,22.0
2900754CXPvAibaEXe9gcLLHJLBBnX1D4yMOsVg0,4.0
2903B1BBXPvAibaEXe/QLz2rC0qlTKpaRVC3g1Ox,4.0
2909662DXPvAibaEXe9Hp2TeoSwCGQEHbesrw4xg,10.0
290C5D12XPvAibaEXe9WkeUltvPYd4rkf5+/ddTa,12.0
290CB431XPvAibaEXe83RuGSO94CqzABPVbri0Fj,4.0
291A2F59XPvAibaEXe9JDlHA4z2GHNI7amxrOxT7,22.0
2925F481XPvAibaEXe8rAJwq3gLwnKwK8WYepqVC,36.0
292A16A3XPvAibaEXe/FejQN8/S5fLl7v93zX8+w,4.0
2935531CXPvAibaEXe+fBpTg8OXouklKrc9OO2/C,27.0
293AAC7CXPvAibaEXe/J0r+JN9xEWZhWsiAzZb3a,4.0
293AD60DXPvAibaEXe+TUHAdEwrOx+CnJmDYnZhL,22.0
29407F19XPvAibaEXe+sSFHdu090Oclebvs6tYpe,43.0
29430069XPvAibaEXe+TFgEDwYNnvUaz/ItEjR3K,12.0
2946D276XPvAibaEXe/B5ptYzPZ33jD/O1KXkqsc,7.0
294BDF82XPvAibaEXe9qFVjW5nX81o2F9sTHWSds,17.0
294E3D2FXPvAibaEXe9EcAvDToJKQhLHnDzNblPr,8.0
29545CC9XPvAibaEXe9hweWHK/GxsGmSbmxJ4PJR,14.0
29566F19XPvAibaEXe9bgwBo1uDiNb5/yzpqk2/6,55.0
295D810DXPvAibaEXe9w3p4OJXtSaO3ho0joVaGm,10.0
2963931DXPvAibaEXe8byJxgVsE7R9TQELH64R5V,23.0
296D87BEXPvAibaEXe9GBI3gKapSpBP6b30+0d9z,10.0
296F817EXPvAibaEXe/K6d36/fqcEaN1nTpL2HGz,21.0
2974F9D5XPvAibaEXe+lwq621ApacRtRVVgBsUrf,4.0
297FE2E4XPvAibaEXe/VvJVWX01JwtWnlj+0L3x9,23.0
29862569XPvAibaEXe+V18Hp4ZH8hsMqcmcQdrgG,36.0
298C9242XPvAibaEXe8QSVVyFBgPnyyNG08W46Dl,20.0
299E2D22XPvAibaEXe9B92Nhb2J3208ElCj3yY7w,13.0
299EF5B3XPvAibaEXe/PfwiDaLddEsuijvG9UHyb,7.0
29A63854XPvAibaEXe/KspXVehlRx8kmwfSKW9af,22.0
29AC2D0CXPvAibaEXe+SyXjMWLMNHAqp3k3/yo1y,78.0
29B1E2ACXPvAibaEXe+tKwu+Ol4th4EfdFoZiY9j,2.0
29C09889XPvAibaEXe8dZIB3odxynhtkSv0G/qxR,45.0
29C28070XPvAibaEXe8rAJwq3gLwnFdQ80jmny9i,4.0
29C85D60XPvAibaEXe8qBtIUs9INC/pF8ftvBlnc,0.0
29DAC8E5XPvAibaEXe9iKIRwqei6/AabAAzMbpha,76.0
29F30DF8XPvAibaEXe+qyHIKpMVpSjkIoL92guM+,104.0
2A00DEB4XPvAibaEXe/V63KvIWwakH2c4+47rvAQ,6.0
2A0444D8XPvAibaEXe8YlvtcvZCDlX6HDq24dliV,34.0
2A0595D9XPvAibaEXe/YiexZYoq8n+O9NW7PU1Ee,15.0
2A09B587XPvAibaEXe86mMJZ3W/SqW09pc/E89P4,4.0
2A10C466XPvAibaEXe8vcQUX+A6FeNIl5Loug1zV,18.0
2A189EF7XPvAibaEXe8l2SPBJihvxTu9bGGxA/Li,12.0
2A206F37XPvAibaEXe8e/5ryJ9YpuSLV/el+HbgI,8.0
2A253C75XPvAibaEXe+Ld9vP5I9+1sUkl9n3Th95,10.0
2A2D8E6CXPvAibaEXe8KuJNEATWS89b4oRpsL96o,3.0
2A33A83EXPvAibaEXe9276YJo0nxbM5toaOwSf+i,116.0
2A49C5EEXPvAibaEXe8lbOtqETWafql+1OxWCHvS,83.0
2A4A74CBXPvAibaEXe+TQJLvJOj4Ba8qrKoJg0ub,3.0
2A4B697EXPvAibaEXe+sQSfsqovN9xT08z6XHdzn,0.0
2A67FC28XPvAibaEXe8Z5hiNBvM0RQ+3kAQPph7F,5.0
2A683E8BXPvAibaEXe+1q4RcodP1hM5MKUpK7h2Y,65.0
2A6E463DXPvAibaEXe9lVL3Ce6e6Eo7sDh43CAGJ,45.0
2A7625F2XPvAibaEXe/CiA6lhXdOJIt31CYZyYSm,48.0
2A7786FCXPvAibaEXe+JiA0Yi8MvI50Fx6joNFxS,11.0
2A8A1E92XPvAibaEXe9x0CaUg4pZoxy78IQ6wez6,39.0
2A8DEA6AXPvAibaEXe+pfrKEojyOyzY/iEsIKAZu,4.0
2A9224DDXPvAibaEXe8GQO9NuWsqoi7MRTKmo/dl,9.0
2A99DC75XPvAibaEXe/3GzqO+DQaZ/3PnGv41/m2,12.0
2AA16A08XPvAibaEXe+t2Ok7KpYWY8Q3LOIqeiC5,90.0
2AB113DFXPvAibaEXe8NoNh54Mn6M0BVr4q4qukX,17.0
2AB355A3XPvAibaEXe9WgQQLl7rkk9EgM3vUMrzn,35.0
2AE2FB4FXPvAibaEXe9pXJcjrAt8Xi98xlhrFTcD,5.0
2AF469F8XPvAibaEXe82sAN79Ir1N9Rzk/+j2Z2T,21.0
2AF77EC1XPvAibaEXe9V50Ts4UAUsPRIR3pV2yX4,4.0
2B06BF01XPvAibaEXe99yNsueYx+sRv+V7PK3gss,7.0
2B08379CXPvAibaEXe9gNdYxxH49ofnEsS8xTMdl,26.0
2B0CA1B8XPvAibaEXe9afbyrOJH5CPpnSE4AQlhN,3.0
2B0DDE29XPvAibaEXe+I9YJtP5yoHgX+qhguvih1,110.0
2B14A7FDXPvAibaEXe9WcTnuikKYKkkapOSDRceM,7.0
2B22F7CBXPvAibaEXe9Ah53FSUfShcHUipLqixZH,6.0
2B24B70AXPvAibaEXe+bs0QruU9p+kHPD39gEVjs,104.0
2B369A53XPvAibaEXe90E3nxW1nyaZ7Qg4mup9aP,7.0
2B420AFFXPvAibaEXe/rp0ev/rDe09IWbirGddUi,23.0
2B53D347XPvAibaEXe+fZZ4ql3yAl2UX6JRDepdU,3.0
2B562458XPvAibaEXe/KGOYNCaEaWSas+3hCAqLs,24.0
2B578231XPvAibaEXe9RV3kg6cpLDAmMozUvJMwR,4.0
2B5ED195XPvAibaEXe/sDxpKTuGnIOj/LuUu9U7H,22.0
2B6E9714XPvAibaEXe/CiA6lhXdOJAFyYC6nSati,64.0
2B76A9CEXPvAibaEXe/k5cHhyiupXKT8MC4ImRT8,7.0
2B76AB6BXPvAibaEXe/xF5/pNSDnSEfYXcMqMNit,16.0
2B771E5EXPvAibaEXe8SXrohzbXmSwYDapBNbQoZ,4.0
2B7D0D70XPvAibaEXe8N+uD/a8GbghUgoV20R4fe,2.0
2B8081EFXPvAibaEXe8t2+lY9eHsFsZNbw+e7EWx,6.0
2B825CEBXPvAibaEXe+BUGeEgVnB4J2reWP3zJfy,36.0
2B851037XPvAibaEXe8d+xuL7f/QxDCDwN0oZKPU,3.0
2B890001XPvAibaEXe/GEP39G15BdYeM33SDYYGu,9.0
2B8A24F5XPvAibaEXe/CCXDRCPWe61jg7SwiCbXw,40.0
2B8BC614XPvAibaEXe/uPR0E3TEtQm7Vvb2UfkDr,0.0
2B99F041XPvAibaEXe8IVQevnJpgRt0w2ccmKwFu,3.0
2B9BAF93XPvAibaEXe+aP8CrMM5f5PDicb+LqToJ,3.0
2B9BB841XPvAibaEXe/7YVAxOsMwOsVlHgtpSb0I,4.0
2BA4B478XPvAibaEXe/6+y7kR2ib7TYT9HeuAub8,50.0
2BA7B930XPvAibaEXe9poi1GJx57CRll+Zuz4PgY,20.0
2BAD7A45XPvAibaEXe8vx1Re3PVavwcxNn8h/mdF,44.0
2BB89609XPvAibaEXe//eUaw4J38K91T9QIG09mo,7.0
2BB8A2B3XPvAibaEXe/SqPunOb7eNERMe1bhpN5x,4.0
2BBA5161XPvAibaEXe9jjgNhrmbJFKH/Y5P5JUkY,39.0
2BC7123BXPvAibaEXe80CrbkBDr5tbwjvdkWsq+r,4.0
2BCC0FB2XPvAibaEXe9QSg4kScpiF51IxxhcLVa5,14.0
2BCE9E95XPvAibaEXe8CZDRB45S33PewTfBA7WpB,4.0
2BD83939XPvAibaEXe8aLAPPdCF+ab5Qir1cOh2E,8.0
2BD8ACBAXPvAibaEXe9fafwYRU+Nps7TCCT3LRtV,47.0
2BDBE4E0XPvAibaEXe/jnlKkWsw/TrUdPakX6VuM,4.0
2BDBE776XPvAibaEXe9G9TgPoPa7mvV1zNpCCLwN,3.0
2BDD7658XPvAibaEXe+9uXUaDIzyiJFlOsxUXEvW,10.0
2BE5147EXPvAibaEXe85Kg8gbEhwbxHnncbAimfM,3.0
2BE9B3E8XPvAibaEXe9AQxm5x3NDAYISmfpdxzvS,8.0
2BEC8290XPvAibaEXe9B92Nhb2J3219gl1kZRSFR,17.0
2BEE4E47XPvAibaEXe/mbD1XVEM0x/rwCIMhVeps,0.0
2BF96AEDXPvAibaEXe+uWNYQT31BjuE9dgSxkFQL,11.0
2C048813XPvAibaEXe8c53vaOKMxC6OcYPNvqU2m,4.0
2C1A97CAXPvAibaEXe9twiNSTqvSv82Ac5sewGaz,34.0
2C2D5C8AXPvAibaEXe/ceziXFRXnLdnZSuGNUQeB,74.0
2C2DAADFXPvAibaEXe8/lUSKsOrL1WlRe8FpKDFy,11.0
2C312957XPvAibaEXe9iBRrLJjO8db8uuGBKOnXN,25.0
2C352CF8XPvAibaEXe/Lh6v1XxTKJd0Eyi88h1Ic,13.0
2C379B39XPvAibaEXe+TFgEDwYNnvSCTBlVUKxPt,3.0
2C3B1F9BXPvAibaEXe+7rdwEGp6RyaQ3oEzlAcru,32.0
2C432428XPvAibaEXe9+/xtBEYZqzdcmZaij9HMV,6.0
2C4A4459XPvAibaEXe9HEkdBlAiR1YyZNvGPnDIZ,46.0
2C4AF31CXPvAibaEXe9IIIlHGh9Y+rT7Bx4E2IPR,15.0
2C5DF343XPvAibaEXe/t9ok6w7D83VwP2yqGEpnp,2.0
2C674C46XPvAibaEXe8Y+/3uR2PkTOGNxs8OFvnz,143.0
2C7D018CXPvAibaEXe8Avt3d+ZAqYNCjjF96b8S0,23.0
2C875DDCXPvAibaEXe+Avq8nahEopPb6v67eiHEM,9.0
2C954D55XPvAibaEXe9gNdYxxH49oZ2dspCAVSt8,9.0
2C9DFFE2XPvAibaEXe+uerJTeDQlAdMBFfiV0fiv,33.0
2C9E3006XPvAibaEXe+1j/AqdkpM2yVDjmi0fdgL,22.0
2CA947ACXPvAibaEXe/pmLsWv14ojMyU+5ticpUd,4.0
2CAE5124XPvAibaEXe+6rwvJJbhb/M4jR0P3zc6f,12.0
2CD0E288XPvAibaEXe9ro8CnHiMdMaAtAHFnF4bZ,4.0
2CD24F0BXPvAibaEXe8HhFIQfSEkkHRFKF/zhJXt,106.0
2CD40CBBXPvAibaEXe8M3/p0kCD/KplFk3Tcsea3,27.0
2CD53DDFXPvAibaEXe/XOPUzjjLegJmvjwWP+GEF,16.0
2CD84F03XPvAibaEXe/yXiKgsgy0sqvjGOUMoCuB,36.0
2CE33A2EXPvAibaEXe+UdHzq6I3zLR6F2C3jS/1u,12.0
2CFCDF1EXPvAibaEXe/Ko3VBeq65//lXR4gHnIeg,19.0
2D01B1DDXPvAibaEXe8/lUSKsOrL1VMB6bgasTIV,51.0
2D05DF60XPvAibaEXe/wTElDxvgCNlL4h2rwx2mm,68.0
2D110B13XPvAibaEXe+lo6eJkHWaQQMgTsF0se6I,18.0
2D14C10DXPvAibaEXe9XrYsEpevBo9IvzkP6Fz7n,3.0
2D17AA04XPvAibaEXe9mv02dd1fbUxFjQ5dfGy23,16.0
2D28BCD7XPvAibaEXe9QJDM9nE85iI3DOet6BMWl,29.0
2D3B9FF1XPvAibaEXe/UmsX+Yo/cnzfnRtRuVWq8,4.0
2D42C943XPvAibaEXe/NExuU8f5CHyJQuUVKAd5q,28.0
2D44A844XPvAibaEXe9VBFxKgc+YL/0Ul2pZ5sD6,8.0
2D45BA9BXPvAibaEXe/nw3DhNQnHf2Fnx9IF55yH,40.0
2D462CD4XPvAibaEXe+9tOqtJ+TlMsuNcrhhMXK5,12.0
2D469F82XPvAibaEXe/YKAlYnC3m9yAnVuerKywR,21.0
2D49AC3CXPvAibaEXe8Cym7B6GX+TjCt0Zgg9NLj,3.0
2D57A854XPvAibaEXe8WdGcsQTF3yDJk01mdVJzW,93.0
2D5C8179XPvAibaEXe/baq/wvVlH/i84B++U9lgu,10.0
2D5E7B70XPvAibaEXe+VfAA12Tmd+6zgybd3J4Ca,6.0
2D62888EXPvAibaEXe9CJmVsz9P34tT9eWJLg/yU,3.0
2D6E3B9AXPvAibaEXe+NqszRBbPDt/WsaQ0UkhD7,9.0
2D717070XPvAibaEXe/yTqQKv0UsdXLCbnhHHPTz,10.0
2D73D29DXPvAibaEXe8f56j3W7C5xpu9Ayea6tcb,23.0
2D7C801CXPvAibaEXe9Fy2hCq9OiA3HbIsr+o7Wq,12.0
2D7C9D33XPvAibaEXe/s5yot2gW0OjMzqPty1LBd,151.0
2D7CECE5XPvAibaEXe+JF4o+SEKcGCMQzap69uIQ,3.0
2D80FC7DXPvAibaEXe+Em+qhkpGqwMHg7L8FFKN8,16.0
2D8479A3XPvAibaEXe8v1/72rbobbdOHOOZiIlda,3.0
2D85DBE0XPvAibaEXe/8rx8cZm8QsZ02U06/CFc4,2.0
2D89CA2CXPvAibaEXe9Utyqc/TjnrfM7YWSWEPnH,7.0
2D8F7CBAXPvAibaEXe8G83HieIGDAF4AuVQCEWn0,69.0
2D9401D8XPvAibaEXe9wxm0WjsXoKi8Gkvb5OPeR,37.0
