mssv,diem_tt,OTHER,THPT,ĐGNL,hedt_CLC,hedt_CNTN,hedt_CQUI,hedt_CTTT,hedt_KSTN,khoa_CNPM,khoa_HTTT,khoa_KHMT,khoa_KTMT,khoa_KTTT,khoa_MMT&TT,chuyennganh2_7340122_CLC,chuyennganh2_7340122_CQ,chuyennganh2_7480101_CLC,chuyennganh2_7480101_CQ,chuyennganh2_7480101_CTTN,chuyennganh2_7480102_CLC,chuyennganh2_7480102_CQ,chuyennganh2_7480103_CLC,chuyennganh2_7480103_CQ,chuyennganh2_7480104_CLC,chuyennganh2_7480104_CQ,chuyennganh2_7480104_CTTT,chuyennganh2_7480106_CLC,chuyennganh2_7480106_CQ,chuyennganh2_7480109_CQ,chuyennganh2_7480201_CLC,chuyennganh2_7480201_CQ,chuyennganh2_7480202_CLC,chuyennganh2_7480202_CQ,chuyennganh2_7480202_CTTN,noisinh_0,noisinh_1,noisinh_2,noisinh_3,noisinh_4,noisinh_5,noisinh_6,sem1,sem2,sem3,sem4,sem5,sem6,sem7,sem8,sem9,sem10,sem11,sem12,sem13,sem14,sem15,sem16,sem17,sem18,sem19,sem20,sem21,sem22,term 1,term 2,term 3,term 4,term 5,term 6,term 7,term 8,term 9,term 10,term 11,term 12,term 13,term 14,term 15,term 16,label
EEF98153XPvAibaEXe/3Z2K7mhA0JabR08Zadfx6,23.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.03,5.19,-1.0,6.81,4.85,6.6,2.37,6.85,6.6,7.31,8.04,-1.0,7.22,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,77.0,0.0,70.0,0.0,64.0,0.0,65.0,0.0,75.0,0.0,71.0,0.0,76.0,0.0,75.0,0.0,2
590B5D07XPvAibaEXe/3Z2K7mhA0JUc9Lq3Z3rFI,23.5,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,7.49,7.7,-1.0,7.66,8.75,-1.0,8.79,8.72,-1.0,8.71,6.41,-1.0,6.89,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,82.0,0.0,93.0,0.0,77.0,0.0,90.0,0.0,90.0,0.0,90.0,0.0,80.0,0.0,90.0,0.0,1
EDAE4C9DXPvAibaEXe/3Z2K7mhA0JcsZJH7D3X9Z,21.75,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.43,6.5,-1.0,6.57,6.21,3.1,5.09,6.93,-1.0,7.72,6.44,-1.0,2.15,-1.0,-1.0,-1.0,7.0,-1.0,-1.0,-1.0,-1.0,-1.0,86.0,0.0,74.0,0.0,68.0,0.0,74.0,0.0,84.0,0.0,80.0,0.0,70.0,0.0,78.0,0.0,2
3730785BXPvAibaEXe/3Z2K7mhA0JVN2/C+yk51e,22.25,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.02,1.91,-1.0,5.06,5.15,7.42,2.8,2.79,3.9,1.83,0.33,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,43.0,0.0,29.0,0.0,3.0,0.0,34.0,0.0,51.0,0.0,30.0,0.0,45.0,0.0,45.0,0.0,4
5EBFEB3FXPvAibaEXe/3Z2K7mhA0JZypCzVRdZhc,21.75,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.25,6.38,-1.0,7.11,7.08,-1.0,7.36,7.66,-1.0,8.18,6.37,-1.0,8.9,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,94.0,0.0,87.0,0.0,73.0,0.0,93.0,0.0,85.0,0.0,90.0,0.0,90.0,0.0,95.0,0.0,1
E6649D3EXPvAibaEXe/3Z2K7mhA0JaITYsRtmA3M,23.75,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.44,5.94,-1.0,6.78,5.76,-1.0,6.85,7.53,-1.0,8.27,8.25,-1.0,8.05,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,86.0,0.0,63.0,0.0,64.0,0.0,73.0,0.0,76.0,0.0,80.0,0.0,76.0,0.0,85.0,0.0,1
1C441061XPvAibaEXe/3Z2K7mhA0JWvZ1ODngPiY,23.25,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.54,6.45,-1.0,8.11,4.91,-1.0,5.52,6.48,6.5,6.3,3.04,-1.0,4.13,0.15,-1.0,3.09,3.09,-1.0,4.6,-1.0,-1.0,-1.0,89.0,0.0,68.0,0.0,64.0,0.0,55.0,0.0,71.0,0.0,68.0,0.0,86.0,0.0,70.0,0.0,2
5F2DDC3DXPvAibaEXe//eUaw4J38KxNt4wUyFI+t,21.25,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.98,5.65,8.8,5.29,6.31,-1.0,5.29,5.89,-1.0,6.51,6.05,-1.0,7.16,8.6,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,94.0,0.0,76.0,0.0,52.0,0.0,71.0,0.0,79.0,0.0,85.0,0.0,90.0,0.0,75.0,0.0,2
AEA83EAAXPvAibaEXe//eUaw4J38K1EP04bSuzmt,24.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.85,6.69,-1.0,6.76,7.16,-1.0,7.63,7.76,-1.0,8.54,8.15,-1.0,8.6,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,87.0,0.0,85.0,0.0,76.0,0.0,88.0,0.0,90.0,0.0,75.0,0.0,86.0,0.0,95.0,0.0,1
070648B8XPvAibaEXe//eUaw4J38K1LhhDp5NbpI,23.25,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,6.99,5.02,-1.0,8.3,8.44,7.5,8.13,8.25,-1.0,6.65,8.02,-1.0,8.13,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,56.0,0.0,59.0,0.0,64.0,0.0,71.0,0.0,68.0,0.0,73.0,0.0,76.0,0.0,80.0,0.0,1
3D7B4DFBXPvAibaEXe//eUaw4J38K0EmakY/MxcV,23.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,6.85,8.16,-1.0,7.92,8.23,-1.0,7.13,8.23,9.7,8.58,8.85,-1.0,8.6,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,0.0,96.0,0.0,70.0,0.0,95.0,0.0,90.0,0.0,90.0,0.0,86.0,0.0,85.0,0.0,0
137FE0D5XPvAibaEXe//eUaw4J38K86OzexfJow+,23.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6.11,6.21,-1.0,7.26,5.99,1.3,3.6,5.62,3.6,5.46,0.55,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,71.0,0.0,69.0,0.0,74.0,0.0,65.0,0.0,61.0,0.0,66.0,0.0,71.0,0.0,70.0,0.0,3
9B19B85CXPvAibaEXe//eUaw4J38K8sH7wpJqiSy,22.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.28,8.04,-1.0,7.91,7.08,-1.0,6.43,6.5,-1.0,6.97,6.47,-1.0,7.42,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,88.0,0.0,73.0,0.0,68.0,0.0,90.0,0.0,95.0,0.0,75.0,0.0,70.0,0.0,73.0,0.0,1
2BB89609XPvAibaEXe//eUaw4J38K91T9QIG09mo,22.5,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.82,8.34,-1.0,7.68,7.42,-1.0,6.06,7.41,-1.0,7.8,7.41,-1.0,7.73,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,96.0,0.0,75.0,0.0,84.0,0.0,88.0,0.0,80.0,0.0,80.0,0.0,85.0,0.0,80.0,0.0,1
C687AF0CXPvAibaEXe//eUaw4J38K1EHQA9HEVQt,23.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.63,4.42,-1.0,5.08,7.86,5.9,8.24,7.28,-1.0,7.08,7.89,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,84.0,0.0,66.0,0.0,65.0,0.0,80.0,0.0,80.0,0.0,83.0,0.0,81.0,0.0,75.0,0.0,1
90451875XPvAibaEXe+PAOVcd+LnOZLV0dMGaPsk,23.5,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.12,6.8,-1.0,7.13,6.48,-1.0,7.73,7.87,-1.0,8.83,8.48,-1.0,9.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,0.0,97.0,0.0,86.0,0.0,89.0,0.0,80.0,0.0,80.0,0.0,100.0,0.0,85.0,0.0,1
EA9D1437XPvAibaEXe+PAOVcd+LnOXg88hW+auPG,23.75,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.56,6.79,-1.0,7.35,8.5,-1.0,7.38,7.38,-1.0,7.87,8.25,-1.0,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,98.0,0.0,90.0,0.0,66.0,0.0,90.0,0.0,85.0,0.0,95.0,0.0,90.0,0.0,85.0,0.0,1
79549DFEXPvAibaEXe+PAOVcd+LnOXzlA8ZtwFeA,23.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8.05,7.38,-1.0,7.78,7.65,-1.0,7.68,7.82,-1.0,7.93,9.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,95.0,0.0,88.0,0.0,81.0,0.0,83.0,0.0,90.0,0.0,90.0,0.0,86.0,0.0,80.0,0.0,1
78052DF1XPvAibaEXe+PAOVcd+LnORMv/Ja3F6V0,22.75,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.01,7.71,-1.0,7.65,6.31,-1.0,6.93,7.55,-1.0,7.69,7.36,-1.0,8.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,89.0,0.0,69.0,0.0,67.0,0.0,66.0,0.0,85.0,0.0,85.0,0.0,85.0,0.0,85.0,0.0,1
693BF40CXPvAibaEXe+PAOVcd+LnOYY2k3crUSnI,20.5,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.54,5.71,9.2,5.97,6.33,-1.0,6.32,7.1,6.5,6.78,7.0,-1.0,3.5,7.0,-1.0,5.64,7.7,-1.0,7.64,-1.0,5.8,-1.0,78.0,0.0,71.0,0.0,48.0,0.0,58.0,0.0,80.0,0.0,80.0,0.0,76.0,0.0,75.0,0.0,2
7AF2040EXPvAibaEXe+PAOVcd+LnOR5aeXvgUbVq,21.75,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.68,6.39,-1.0,6.36,5.45,7.5,5.29,6.03,-1.0,7.07,7.08,-1.0,8.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,76.0,0.0,68.0,0.0,56.0,0.0,39.0,0.0,73.0,0.0,80.0,0.0,65.0,0.0,73.0,0.0,2
03C79B24XPvAibaEXe+PAOVcd+LnOZDHTOc4IJv0,22.5,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8.29,6.29,-1.0,7.29,6.79,-1.0,6.4,6.15,-1.0,7.08,7.59,8.0,6.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,75.0,0.0,67.0,0.0,66.0,0.0,71.0,0.0,80.0,0.0,73.0,0.0,80.0,0.0,75.0,0.0,1
3121B643XPvAibaEXe+PAOVcd+LnOcKFNqfU7EB8,25.25,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.6,6.44,-1.0,7.37,6.33,-1.0,7.93,6.4,-1.0,7.2,6.06,-1.0,5.55,7.9,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,0.0,71.0,0.0,74.0,0.0,82.0,0.0,83.0,0.0,78.0,0.0,88.0,0.0,78.0,0.0,1
9A0CC77AXPvAibaEXe/eCkq6I30ZSoqj3KyLdXuQ,23.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,8.57,5.86,-1.0,7.08,6.8,-1.0,7.92,7.92,-1.0,7.91,7.92,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,95.0,0.0,65.0,0.0,66.0,0.0,79.0,0.0,80.0,0.0,75.0,0.0,76.0,0.0,75.0,0.0,1
BA29F737XPvAibaEXe/eCkq6I30ZSqWydniBd+5u,23.25,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,8.81,7.29,-1.0,7.54,7.31,-1.0,7.4,7.49,-1.0,7.07,7.37,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,90.0,0.0,77.0,0.0,66.0,0.0,80.0,0.0,80.0,0.0,75.0,0.0,76.0,0.0,75.0,0.0,1
4CC07FEEXPvAibaEXe/eCkq6I30ZSqI8QNgInFrB,22.5,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8.14,6.94,-1.0,8.18,7.39,-1.0,7.75,7.71,9.7,8.03,8.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,81.0,0.0,84.0,0.0,76.0,0.0,82.0,0.0,90.0,0.0,80.0,0.0,80.0,0.0,85.0,0.0,1
EF4A5139XPvAibaEXe/eCkq6I30ZSkwh2vOdgUjJ,22.25,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.32,6.31,-1.0,6.4,6.72,-1.0,6.86,7.21,-1.0,7.12,7.71,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,99.0,0.0,90.0,0.0,81.0,0.0,90.0,0.0,100.0,0.0,95.0,0.0,96.0,0.0,75.0,0.0,2
C7D00475XPvAibaEXe/eCkq6I30ZSh3CJkQcI7hx,23.75,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.68,9.52,-1.0,8.47,8.94,-1.0,8.23,9.23,-1.0,9.23,9.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,96.0,0.0,80.0,0.0,80.0,0.0,85.0,0.0,95.0,0.0,100.0,0.0,96.0,0.0,100.0,0.0,0
C726C6ACXPvAibaEXe/eCkq6I30ZSllYtg3dkuEY,22.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.57,5.98,-1.0,7.94,7.51,8.3,7.59,7.47,-1.0,7.62,8.45,-1.0,8.77,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,77.0,0.0,82.0,0.0,66.0,0.0,75.0,0.0,81.0,0.0,80.0,0.0,76.0,0.0,75.0,0.0,1
A448176CXPvAibaEXe/eCkq6I30ZSjMojns0bjKw,23.25,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,7.3,5.19,-1.0,7.9,7.04,8.1,7.57,7.76,-1.0,7.19,7.75,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,60.0,0.0,57.0,0.0,66.0,0.0,80.0,0.0,80.0,0.0,75.0,0.0,76.0,0.0,75.0,0.0,1
C9370AC9XPvAibaEXe/eCkq6I30ZSv1tTDLa2dnf,23.25,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.16,0.16,-1.0,0.38,5.27,3.23,0.3,2.93,7.41,5.58,6.59,7.2,5.2,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,37.0,0.0,22.0,0.0,0.0,0.0,26.0,0.0,67.0,0.0,68.0,0.0,81.0,0.0,85.0,0.0,3
628FBFC9XPvAibaEXe/eCkq6I30ZSofEmthq6vlx,23.25,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.18,4.1,-1.0,7.8,6.79,-1.0,0.46,0.23,-1.0,7.65,7.68,-1.0,8.58,7.23,-1.0,2.77,1.13,-1.0,-1.0,6.52,-1.0,-1.0,77.0,0.0,66.0,0.0,64.0,0.0,82.0,0.0,55.0,0.0,23.0,0.0,61.0,0.0,60.0,0.0,1
30C1E23BXPvAibaEXe9Z0fDyfUkzH0a3xZHL/Zzo,24.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8.61,8.29,8.25,8.0,7.08,-1.0,7.67,7.76,-1.0,5.78,6.69,-1.0,-1.0,-1.0,-1.0,-1.0,3.7,-1.0,7.4,-1.0,-1.0,-1.0,91.0,0.0,76.0,0.0,66.0,0.0,76.0,0.0,80.0,0.0,80.0,0.0,69.0,0.0,60.0,0.0,1
26B906D9XPvAibaEXe9Z0fDyfUkzH88rU57saV8U,23.25,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.73,4.59,-1.0,6.4,5.89,7.3,4.93,6.23,-1.0,4.0,6.73,-1.0,6.17,8.6,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,92.0,0.0,66.0,0.0,66.0,0.0,67.0,0.0,71.0,0.0,85.0,0.0,81.0,0.0,80.0,0.0,2
AECDA517XPvAibaEXe9Z0fDyfUkzH0z69+UCjYo/,22.75,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.4,4.38,-1.0,5.31,5.1,-1.0,2.05,4.61,5.7,6.3,2.1,7.9,4.67,2.65,-1.0,0.48,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,88.0,0.0,68.0,0.0,69.0,0.0,80.0,0.0,81.0,0.0,58.0,0.0,65.0,0.0,60.0,0.0,4
AEF07E43XPvAibaEXe9Z0fDyfUkzH2QCiRNOpVYw,22.5,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8.26,7.42,-1.0,8.1,7.42,-1.0,7.94,8.57,-1.0,8.13,7.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,92.0,0.0,69.0,0.0,77.0,0.0,90.0,0.0,80.0,0.0,85.0,0.0,80.0,0.0,90.0,0.0,1
84CF78A7XPvAibaEXe9Z0fDyfUkzHzM2esLePC79,24.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.72,4.2,-1.0,5.31,6.38,-1.0,5.96,5.3,6.45,6.94,6.88,-1.0,7.86,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,83.0,0.0,49.0,0.0,71.0,0.0,78.0,0.0,84.0,0.0,80.0,0.0,80.0,0.0,75.0,0.0,2
AA4DBC0FXPvAibaEXe9Z0fDyfUkzHws5B39CPjmP,22.5,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.43,6.8,-1.0,6.59,6.02,-1.0,6.85,6.87,-1.0,6.79,7.41,-1.0,8.41,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,95.0,0.0,75.0,0.0,60.0,0.0,82.0,0.0,85.0,0.0,80.0,0.0,68.0,0.0,78.0,0.0,1
83DCA101XPvAibaEXe9Z0fDyfUkzH4vSGY2cA9D0,25.5,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8.03,6.84,-1.0,7.82,7.89,-1.0,6.15,4.38,-1.0,4.81,6.8,-1.0,7.47,7.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,81.0,0.0,59.0,0.0,46.0,0.0,73.0,0.0,76.0,0.0,85.0,0.0,81.0,0.0,90.0,0.0,1
18B8DFDBXPvAibaEXe+cD2dfYrNOt9Cr949lFN5c,23.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,8.13,5.71,-1.0,6.4,6.98,-1.0,7.24,6.77,-1.0,5.35,5.15,-1.0,6.38,6.33,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,80.0,0.0,63.0,0.0,51.0,0.0,75.0,0.0,76.0,0.0,80.0,0.0,75.0,0.0,79.0,0.0,2
6006632FXPvAibaEXe+cD2dfYrNOt1Rv5J9HCTJA,22.25,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.66,6.9,-1.0,7.36,7.15,-1.0,7.01,6.28,9.8,6.58,3.95,-1.0,7.94,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,90.0,0.0,89.0,0.0,84.0,0.0,83.0,0.0,76.0,0.0,75.0,0.0,76.0,0.0,70.0,0.0,1
C34C8584XPvAibaEXe+cD2dfYrNOt54u1kVDwPzX,24.25,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.93,7.65,-1.0,8.42,8.01,-1.0,7.84,8.06,-1.0,7.97,8.6,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,85.0,0.0,60.0,0.0,57.0,0.0,68.0,0.0,65.0,0.0,60.0,0.0,90.0,0.0,68.0,0.0,0
9D09A6FCXPvAibaEXe+cD2dfYrNOt3Tpjw0B9ZYa,24.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,8.02,6.6,-1.0,8.03,7.82,7.5,8.31,8.7,-1.0,8.19,8.6,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,93.0,0.0,70.0,0.0,70.0,0.0,82.0,0.0,90.0,0.0,85.0,0.0,86.0,0.0,85.0,0.0,0
936949CFXPvAibaEXe+cD2dfYrNOt4S9CaHmgCJo,24.5,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.27,6.49,-1.0,6.58,5.07,-1.0,7.79,5.57,8.0,4.42,5.4,-1.0,4.29,8.0,-1.0,7.57,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,71.0,0.0,73.0,0.0,60.0,0.0,70.0,0.0,76.0,0.0,74.0,0.0,81.0,0.0,75.0,0.0,1
CBDE3AA1XPvAibaEXe+cD2dfYrNOt8BYM6VFUzAr,23.5,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.86,7.54,-1.0,7.79,7.64,-1.0,7.21,8.57,8.3,8.01,9.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,93.0,0.0,78.0,0.0,65.0,0.0,80.0,0.0,76.0,0.0,80.0,0.0,90.0,0.0,85.0,0.0,1
B16FE6E4XPvAibaEXe/rtk4wDmxi928zOQNSrnKr,21.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8.38,7.6,-1.0,7.7,7.75,-1.0,8.24,8.36,-1.0,8.63,8.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,94.0,0.0,79.0,0.0,72.0,0.0,86.0,0.0,90.0,0.0,90.0,0.0,90.0,0.0,85.0,0.0,0
