diem_tt,OTHER,THPT,ĐGNL,hedt_CLC,hedt_CNTN,hedt_CQUI,hedt_CTTT,hedt_KSTN,chuyennganh2_7340122_CLC,chuyennganh2_7340122_CQ,chuyennganh2_7480101_CLC,chuyennganh2_7480101_CQ,chuyennganh2_7480101_CTTN,chuyennganh2_7480102_CLC,chuyennganh2_7480102_CQ,chuyennganh2_7480103_CLC,chuyennganh2_7480103_CQ,chuyennganh2_7480104_CLC,chuyennganh2_7480104_CQ,chuyennganh2_7480104_CTTT,chuyennganh2_7480106_CLC,chuyennganh2_7480106_CQ,chuyennganh2_7480109_CQ,chuyennganh2_7480201_CLC,chuyennganh2_7480201_CQ,chuyennganh2_7480202_CLC,chuyennganh2_7480202_CQ,chuyennganh2_7480202_CTTN,sem1,sem2,sem3,sem4,sem5,sem6,sem7,sem8,sem9,sem10,term 1,term 2,term 3,term 4,term 5,term 6,term 7,label
0.7677602785512425,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4487746895647149,0.288344256234306,0.5662086930669707,0.4155076622273529,0.36105665999989695,0.49095750227644974,0.39346168975499796,0.476179930151376,0.5317857073913782,0.35180407684972764,0.6062139792596705,0.49174064711011667,0.3980208955643172,0.6882279446360238,0.63389282962552,0.36480020768129273,0.5780520864393734,3
-0.8207308022834338,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.3333184560530159,0.2552455125013155,0.49254425377605093,0.15958309557432182,0.5575591175852697,0.4671415530363155,0.4916004611547876,0.4550769770193968,-1.0176865090628895,0.4127619491023496,0.7418167088570586,0.6399139397740841,0.44300180718462434,0.7206806465828041,0.7459268238788753,0.7051180147878321,0.648585226335654,4
0.7431682958432183,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5248701935380032,0.4354183198718288,-1.0188754918480099,0.6365422768825634,0.4459092903904704,-1.0178647348082066,0.5746826495844181,0.4383867678227027,0.5638076721518492,0.7222290682843394,0.8146122006011592,0.7141651658636177,0.5571945986893339,0.8167974413097242,0.6738122702522138,0.7017334422070539,0.774790873620568,3
0.96651286549808,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3049795672121149,0.05370091470032923,0.29258698547387296,0.5776373171512138,0.45765752639467694,0.350540308609847,0.5083795297570579,0.16820599478285145,0.580653710956837,0.4341968944812677,0.5524034163467545,0.4642491350703625,0.2921224139756939,-0.2665427630602172,0.1293812105453545,0.18469258924213625,0.4678970807158711,4
0.7795538876815634,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6248670533680604,0.5781523959806502,0.6156041028389408,0.562053556737732,0.5322877287918183,0.6187174963934062,0.5122723724713117,0.3252572012619535,-0.9722236470295003,0.352576119915001,0.8291846880329304,0.7345048274930186,0.5264590376963951,0.7172027175443081,0.7093131140248021,0.5987399899905236,0.6098316308204557,3
0.9273231237212376,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6270571951523857,0.33036534607546897,-1.0074455952075936,0.5432106759766563,0.4075964577715949,0.2463450380387682,0.41836591895544517,0.21803471137631397,-0.9720141037959826,0.41853952217565105,0.7657686391051989,0.560501150237818,0.7031567624111007,0.6783902322811645,0.6423447816152169,0.6094859277912149,0.5942982837724775,3
0.8863780958294277,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.46223067731440465,0.20155524064103997,0.3025026509829462,0.48077132019483276,0.32397058457696404,-1.0400612688063813,0.2057662738891022,-0.02052264083785177,-0.9942033311353161,0.04379671965280771,0.705017755435163,0.8186541765348834,0.5502202301949303,0.6656995730165833,0.656522809045992,0.410107315773216,0.2635876910035203,4
0.6928454534960355,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6077332835353343,0.5258494262484931,-0.9878259060715766,0.43107628638953627,0.5710266760021171,-1.0387423796149438,0.46371888223144103,0.44137684985536957,-1.0083759693955967,0.6505284534181597,0.8001227644200637,0.7491174909439593,0.7240707552627542,0.7838428946232384,0.6902523618417769,0.7757331230983177,0.6049370243381306,3
0.6954363907449189,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6033131935713378,0.5865521201932338,-1.0159832351611753,0.612611550971703,0.48709040721792557,-1.0443211890641788,0.45205562358310747,0.5818794400419663,-0.9675918402105623,0.4941222096190033,0.691280156908615,0.5924463042275758,0.6010823106578889,0.5034765617522371,0.8042407799287778,0.5533668461739305,0.7429328795797865,4
0.9243775650383398,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5029666789134883,0.3146031150351386,0.46426170040457604,0.569135394920464,0.5285721402913561,0.25491819877526223,0.4656155081337079,0.5581254395567942,0.508984491444424,0.45742801004913625,0.5723332852690997,0.37797421795618713,0.4191811406365936,-0.07801464527075025,0.3297351793205484,0.6160487926665448,0.762209803451394,4
